;start;stop;kpi forecast;kpi standard
0;2018-04-04 13:40:00;2018-04-04 15:49:00;-1.603413016;-1.136552486
0;2018-04-04 16:40:00;2018-04-04 18:47:00;-0.4917001150000001;-1.417990317
0;2018-04-04 21:00:00;2018-04-04 22:53:00;-1.1751834520000002;-4.591028661000001
0;2018-04-05 00:40:00;2018-04-05 02:02:00;-1.3421555769999998;-1.3728742679999997
0;2018-04-05 03:00:00;2018-04-05 04:39:00;0.0;-0.898496988
0;2018-04-05 06:40:00;2018-04-05 09:08:00;-1.9386819379999998;-1.4559931969999993
0;2018-04-05 11:00:00;2018-04-05 13:04:00;4.348780688;7.273827204
0;2018-04-05 14:00:00;2018-04-05 16:36:00;-2.2021997799999995;-3.4202942199999997
0;2018-04-05 18:20:00;2018-04-05 19:35:00;-0.4607538320000001;-0.4863193840000001
0;2018-04-05 20:40:00;2018-04-05 23:23:00;-2.6454396730000003;-2.5945936619999994
0;2018-04-06 00:40:00;2018-04-06 03:25:00;-2.683524312;-3.7105452470000007
0;2018-04-06 05:20:00;2018-04-06 07:56:00;0.0;-3.726975663999999
0;2018-04-06 10:00:00;2018-04-06 12:54:00;4.977985105000003;4.389295288
0;2018-04-06 14:00:00;2018-04-06 15:39:00;0.0;1.0520813429999998
0;2018-04-06 17:20:00;2018-04-06 20:10:00;-2.0156914710000002;-3.3717734980000005
0;2018-04-06 21:20:00;2018-04-06 22:54:00;-0.020282915999999998;-0.661360432
0;2018-04-07 00:40:00;2018-04-07 03:35:00;-2.319876264000001;-3.595139230000001
0;2018-04-07 05:40:00;2018-04-07 06:45:00;0.0;0.30576417199999995
0;2018-04-07 08:20:00;2018-04-07 09:27:00;1.5263793230000002;2.4680651760000005
0;2018-04-07 10:40:00;2018-04-07 13:19:00;0.0;8.912736815999994
0;2018-04-07 15:20:00;2018-04-07 17:31:00;0.5704143660000001;-1.3622742470000002
0;2018-04-07 18:40:00;2018-04-07 21:25:00;-3.8487816189999986;-3.9878426979999992
0;2018-04-07 22:20:00;2018-04-08 01:05:00;-1.862153239;-2.4319247580000005
0;2018-04-08 02:20:00;2018-04-08 04:26:00;0.0;-1.1081570719999998
0;2018-04-08 06:20:00;2018-04-08 08:52:00;-1.3193541619999996;-2.1384474409999994
0;2018-04-08 10:20:00;2018-04-08 13:03:00;0.673575471;13.596525077000003
0;2018-04-08 15:00:00;2018-04-08 16:03:00;0.0;-0.6695990570000001
0;2018-04-08 17:20:00;2018-04-08 18:55:00;-4.769124405000001;-5.067798754000001
0;2018-04-08 20:00:00;2018-04-08 21:14:00;0.0;-1.390580346
0;2018-04-08 23:00:00;2018-04-09 00:54:00;-1.1834663569999997;-3.100350791999999
0;2018-04-09 02:40:00;2018-04-09 04:01:00;0.0;-0.7456741899999999
0;2018-04-09 05:40:00;2018-04-09 06:57:00;-0.40776522200000004;-0.8972558020000001
0;2018-04-09 08:20:00;2018-04-09 10:19:00;9.548366136999997;10.117740314999997
0;2018-04-09 11:20:00;2018-04-09 13:18:00;6.0277766669999995;15.647639085999996
0;2018-04-09 14:20:00;2018-04-09 15:58:00;0.0;3.963338515999999
0;2018-04-09 17:20:00;2018-04-09 18:53:00;-3.4390107270000003;-6.8460707350000005
0;2018-04-09 20:20:00;2018-04-09 22:51:00;-5.8380469559999995;-6.23544086
0;2018-04-10 00:40:00;2018-04-10 02:37:00;-0.29611284399999993;-0.32457124899999984
0;2018-04-10 03:40:00;2018-04-10 06:26:00;-0.96964236;-3.068414729000001
0;2018-04-10 07:40:00;2018-04-10 09:22:00;0.0;5.747656037999998
